SYMBOL,Norm.y.2,Tumour_24h_2millimol_Metformin_hydrochloride,Norm.y.3,Tumour_24h_4millimol_Metformin_hydrochloride,Norm.x.3,Tumour_48h_2millimol_Metformin_hydrochloride,Norm.x.4,Tumour_48h_4millimol_Metformin_hydrochloride
TSC2,30.1793590193,30.623043071,30.1793590193,27.9680714616,32.4380482801,37.7053683304,32.4380482801,29.099254062
TSC22D1,152.372693823,161.867744895,152.372693823,168.218535362,139.229889716,122.950841557,139.229889716,101.782076496
TSC22D2,66.8201258491,64.127803979,66.8201258491,65.0860633084,59.6450653832,65.992556297,59.6450653832,62.156896198
TSC22D3,79.2211310018,127.68718097,79.2211310018,132.139953691,153.867320402,370.522262748,153.867320402,406.951000056
TSC22D4,22.6771932119,23.0064815966,22.6771932119,23.7476232299,26.3579157166,26.8820230357,26.3579157166,23.4944717753
TSEN15,371.373864172,416.71506863,371.373864172,442.968453518,350.017628081,318.751898578,350.017628081,300.25778198
TSEN2,77.3289671836,77.4928950763,77.3289671836,73.9596389875,69.1314559988,63.7539401193,69.1314559988,61.9467128843
TSEN34,619.234086722,620.159113755,619.234086722,570.57982682,619.234086722,539.479629264,619.234086722,515.614741123
TSEN54,111.140361905,107.670923304,111.140361905,100.784938303,112.135982019,150.438904984,112.135982019,139.913443335
TSFM,53.5189336729,55.4871850173,53.5189336729,59.8842434989,48.5381871583,37.0431250973,48.5381871583,41.152445672
TSG101,808.220282434,813.114249507,808.220282434,800.193852492,786.193690287,755.731780135,786.193690287,766.790824096
TSGA10,15.276325718,14.7555026305,15.276325718,15.4479113048,18.1345902063,18.9076292532,18.1345902063,18.7381015438
TSGA10IP,28.6356910543,30.7574628331,28.6356910543,27.6280500513,28.6806394556,29.5921935719,28.6806394556,27.6590864698
TSGA13,21.2985859443,16.926747483,21.2985859443,17.081282185,15.905315158,22.9155911068,15.905315158,21.2762064009
TSGA14,53.0473858822,54.100388266,53.0473858822,54.7615572706,52.7038860744,43.0015624605,52.7038860744,40.7940155658
TSHB,26.612554851,33.9667173075,26.612554851,33.8144216012,28.7428576473,31.8735355979,28.7428576473,32.1535515697
TSHR,14.7817839059,14.2255927883,14.7817839059,13.6889383769,13.3713684165,13.4198857733,13.3713684165,12.7898723526
TSHZ1,76.5314626368,102.989030336,76.5314626368,104.225269525,108.06304684,130.754030685,108.06304684,133.030548584
TSHZ2,17.8424485972,19.611549824,17.8424485972,19.6682272423,24.1806036211,26.5155540079,24.1806036211,28.9137883636
TSHZ3,139.952385246,163.080583702,139.952385246,167.77873541,152.441445403,110.884324367,152.441445403,117.127119166
TSIX,94.7527746271,106.603961269,94.7527746271,98.6657821111,173.408412341,179.364711225,173.408412341,158.271223089
TSKS,17.9508612828,17.3890079915,17.9508612828,16.9798518199,15.0873629008,16.0107550644,15.0873629008,17.2638759787
TSKU,101.402648165,99.6523016127,101.402648165,100.072477072,98.2301970087,112.684765505,98.2301970087,139.51257341
TSLP,15.1231578144,29.3649839508,15.1231578144,22.9392248332,40.8545211247,31.8457375991,40.8545211247,42.6156568407
TSN,348.680227578,308.813811102,348.680227578,288.547550535,282.683449329,226.605916832,282.683449329,234.580627862
TSNARE1,18.9858232519,20.7720232033,18.9858232519,16.2433662178,19.6038599513,17.5882958953,19.6038599513,19.0654512359
TSNAX,193.619095082,182.006573839,193.619095082,164.672788376,183.349124289,170.780859634,183.349124289,157.316300321
TSNAXIP1,29.8020268126,26.8456861545,29.8020268126,26.4032938059,34.0383960473,29.5921935719,34.0383960473,24.2927458429
TSPAN1,1507.17200098,1518.81112111,1507.17200098,1323.23300262,1435.27343892,1090.07489981,1435.27343892,959.265517454
TSPAN10,34.2345833439,33.9428398943,34.2345833439,29.156940502,41.6292471048,35.5514883138,41.6292471048,33.8248837793
TSPAN11,25.673844092,24.1745613938,25.673844092,21.6120018002,19.9490464603,24.5773638901,19.9490464603,18.8180345327
TSPAN12,25.1747003863,29.2554411667,25.1747003863,23.9742441133,24.406286082,22.0118153102,24.406286082,23.2052208807
TSPAN13,1181.78466885,1146.08491787,1181.78466885,1124.55806773,903.921033436,1037.86396788,903.921033436,1044.60374375
TSPAN14,412.109398227,359.774737286,412.109398227,364.369619637,457.943510968,549.286134336,457.943510968,503.269106314
TSPAN15,29.3447165554,28.548040265,29.3447165554,27.4373749427,28.7066519587,26.2399469607,28.7066519587,29.9651865027
TSPAN16,20.7307501028,22.0809455524,20.7307501028,22.6352372114,23.0262831879,22.4055936763,23.0262831879,21.198211782
TSPAN17,65.023602888,66.2389221251,65.023602888,64.7915667698,55.8571826455,56.3521113576,55.8571826455,60.4079463266
TSPAN18,15.9073180579,19.7237306479,15.9073180579,17.5263004096,17.3640126131,16.7671215339,17.3640126131,16.3368238256
TSPAN2,13.2243719038,12.3093505944,13.2243719038,13.2896760345,12.0886241208,11.9244644359,12.0886241208,11.9450731931
TSPAN3,76.2291777798,74.6531782094,76.2291777798,73.8637452328,84.0474731832,78.2603630372,84.0474731832,78.6866264997
TSPAN31,448.58202008,510.861559536,448.58202008,519.886529339,530.873212775,473.521384038,530.873212775,491.175037167
TSPAN32,22.9881660981,28.8315736291,22.9881660981,21.409585413,24.8285136675,24.2261738392,24.8285136675,22.3060829001
TSPAN33,35.6733805305,27.7822558188,35.6733805305,28.4910713708,29.8724408262,25.8122387508,29.8724408262,33.3769530589
TSPAN4,362.826709903,392.30006771,362.826709903,378.305930108,346.273297631,480.874756562,346.273297631,480.982702763
TSPAN5,417.698876843,404.110506148,417.698876843,392.922340942,272.687150653,263.016768868,272.687150653,259.56619169
TSPAN6,318.751898578,331.731881085,318.751898578,358.064477566,483.964634146,311.505902882,483.964634146,307.971548804
TSPAN7,23.9691358551,32.6829155518,23.9691358551,28.6152495703,54.7747683634,110.839573805,54.7747683634,123.368727085
TSPAN8,14.7233275309,14.6539478857,14.7233275309,15.8143684249,14.8301699039,14.455905891,14.8301699039,13.5248711771
TSPAN9,67.2293476772,58.9955262574,67.2293476772,72.5733363621,63.2877697133,62.1421883102,63.2877697133,69.1600293788
TSPO,1785.38217122,1811.7557272,1785.38217122,1742.32834168,1801.53559375,1860.49334466,1801.53559375,1885.99378157
TSPO2,20.1545703436,18.4524333695,20.1545703436,28.8372371076,18.766984837,19.3579173714,18.766984837,21.1483629505
TSPY1,15.2625384174,16.5896964191,15.2625384174,16.7352164027,14.8136286743,16.1073863761,14.8136286743,16.8743555264
TSPY1 ,10.1166528454,10.3329152919,10.1166528454,12.8920695109,10.0336012508,10.3329152919,10.0336012508,9.77991206239
TSPYL1,129.646016591,120.937223472,129.646016591,140.514845238,133.001654301,111.813397631,133.001654301,101.032374351
TSPYL2,98.8433784057,115.612002603,98.8433784057,101.339367303,148.707318566,106.489307356,148.707318566,89.2691813898
TSPYL3,15.8152280645,16.3478301939,15.8152280645,13.9823028216,15.806462561,15.4903229608,15.806462561,17.7799214471
TSPYL4,297.12236678,313.472532064,297.12236678,286.520687055,353.859288211,212.670448977,353.859288211,170.579526484
TSPYL5,67.1334899902,70.4221690461,67.1334899902,55.6650318389,71.9853729652,42.3808001251,71.9853729652,37.2531277815
TSPYL6,11.3529421825,11.2850902167,11.3529421825,11.3110728971,11.0665080997,12.8186079085,11.0665080997,12.17602906
TSR1,364.369619637,298.461843038,364.369619637,310.963246771,275.07785143,297.975356989,275.07785143,300.45074857
TSR2,166.382032286,161.230222628,166.382032286,151.330903795,148.345506811,130.317983642,148.345506811,108.623362064
TSSC1,299.544473823,248.223091421,299.544473823,229.383977404,262.565929917,172.092921478,262.565929917,150.553008121
TSSC4,63.8776454473,65.6553234412,63.8776454473,53.3105560286,51.2294319278,59.3279578718,51.2294319278,63.3512532704
TSSK1B,11.8250143554,11.7382791212,11.8250143554,12.4642221363,11.8487645416,15.1616588183,11.8487645416,12.2003431793
TSSK2,21.9831849143,18.3943933451,21.9831849143,20.0926960109,20.1846016555,18.5634273994,20.1846016555,20.1913421229
TSSK3,37.601943955,43.4176715026,37.601943955,36.2609714126,41.1952338455,49.942435096,41.1952338455,47.1305474798
TSSK4,11.6502751939,10.5128815522,11.6502751939,13.3067725152,10.9983118145,11.1918700708,10.9983118145,12.1470925568
TSSK6,17.6232599719,15.51208431,17.6232599719,18.881118724,16.0553447063,16.8141586019,16.0553447063,17.3670046534
TST,375.333935509,485.323420857,375.333935509,474.124982284,562.332939372,476.310452089,562.332939372,531.545116552
TSTA3,654.708732569,500.788881241,654.708732569,452.713202732,442.968453518,321.545405967,442.968453518,283.62568079
TSTD1,609.276211369,748.27256176,609.276211369,743.851291488,766.31463427,887.494882838,766.31463427,788.487314723
TSTD2,10.7549398031,11.5874066881,10.7549398031,10.751694432,11.3744448674,11.7038238883,11.3744448674,12.8879768782
TTBK1,22.5196062027,28.2133767057,22.5196062027,29.8793241743,21.2380556588,23.8015226491,21.2380556588,22.781714758
TTBK2,27.9850371607,32.1889167609,27.9850371607,31.9286651303,31.1495989907,35.0206896785,31.1495989907,37.8052247552
TTC1,381.922623563,380.724776634,381.922623563,355.7754091,373.509739858,318.870808481,373.509739858,347.195302507
TTC12,40.8410066098,44.3084396726,40.8410066098,44.0292288138,47.1747053337,34.0271527871,47.1747053337,29.9726095846
TTC13,118.281090016,102.475746948,118.281090016,128.51564386,151.077105049,253.842775361,151.077105049,296.629268095
TTC14,127.085859749,130.126471457,127.085859749,144.549580361,153.337472108,148.556492865,153.337472108,144.251691462
TTC15,184.699382353,225.795708344,184.699382353,205.147254078,216.092775215,199.821106744,216.092775215,163.841933816
TTC16,13.4163314658,13.2949223275,13.4163314658,12.5756210369,11.8904147186,10.7533169952,11.8904147186,12.6759577442
TTC17,90.0867593337,101.246483686,90.0867593337,91.5858887295,115.89345168,176.090644571,115.89345168,171.94810257
TTC18,18.3660922852,18.5244108993,18.3660922852,20.0109996677,22.3060829001,23.0883655235,22.3060829001,23.5112208412
TTC19,664.541259636,701.23024742,664.541259636,694.448562704,594.955639592,627.233937739,594.955639592,551.015544943
TTC21A,18.5696107772,18.5922158313,18.5696107772,27.3183299784,17.4444334769,19.6458047673,17.4444334769,20.0097344524
TTC21B,14.206801555,15.9061900021,14.206801555,17.0242640091,18.9512374552,19.5582407935,18.9512374552,18.8785909315
TTC22,28.0636054059,28.6806394556,28.0636054059,29.2111339672,32.3582466124,30.8048641015,32.3582466124,29.5293188665
TTC23,18.501970966,19.5093762349,18.501970966,19.5136286236,19.6623482961,18.0852310003,19.6623482961,20.0993972294
TTC23L,22.9402387986,22.0885480293,22.9402387986,22.5051697155,21.3242070943,21.4437466906,21.3242070943,22.3102102185
TTC25,13.7771241311,14.6176997221,13.7771241311,15.8971439128,13.862263515,15.2878810541,13.862263515,13.3135706677
TTC26,35.5407989117,39.4938985938,35.5407989117,38.9927302304,32.3071636565,23.6999070008,32.3071636565,25.1902258864
TTC27,72.5437135395,69.0588199592,72.5437135395,69.7119535674,66.0075206445,67.0138944344,66.0075206445,67.4624721768
TTC28,36.9798244285,37.6569924154,36.9798244285,39.1257470465,37.0720750579,37.7306156543,37.0720750579,39.1007940376
TTC29,13.3016594179,13.2541152257,13.3016594179,12.7450699422,13.5020955039,13.2867088698,13.5020955039,14.3398413236
TTC3,686.632366759,664.050108726,686.632366759,633.579017723,813.850538234,878.983319731,813.850538234,702.439153943
TTC30A,24.991099499,18.8424187288,24.991099499,20.6084776749,19.444188321,16.8106665429,19.444188321,16.401413583
TTC30B,31.7533282519,30.8233281632,31.7533282519,29.180427174,30.4606535163,18.7763973551,30.4606535163,18.9831817932
TTC31,174.897044339,188.994913756,174.897044339,165.883773704,155.592506896,132.063486604,155.592506896,115.342597324
TTC32,120.570949563,163.695601324,120.570949563,166.382032286,172.728849113,279.886492341,172.728849113,248.94092148
TTC33,42.3127627369,38.2525942337,42.3127627369,43.0682121627,35.5466544585,41.1383669241,35.5466544585,37.9926007909
TTC35,630.379972913,615.676967943,630.379972913,603.883032189,574.864520188,685.352946694,574.864520188,664.050108726
TTC36,22.1274454816,18.8531507443,22.1274454816,20.4550087025,20.0552962649,18.0444154915,20.0552962649,22.7722283103
TTC37,306.979609294,283.952614195,306.979609294,281.875864958,257.20709012,296.270044766,257.20709012,284.338242375
TTC38,36.896132294,38.890247086,36.896132294,36.6528419597,39.3701484443,33.4177236215,39.3701484443,31.5132422346
TTC39A,16.1691983993,16.7227425571,16.1691983993,13.5020955039,16.1161662226,17.1241370222,16.1161662226,18.0292028743
TTC39B,38.011736739,45.6352261953,38.011736739,48.3760306036,44.5003348826,65.6595042518,44.5003348826,75.5116501875
TTC39C,41.114781264,42.7635050379,41.114781264,44.529058961,36.0767844618,36.340928632,36.0767844618,41.2725073083
TTC4,341.267131865,345.423872871,341.267131865,328.184668029,278.731107111,322.232382644,278.731107111,328.058039391
TTC5,66.6062161709,58.7327713855,66.6062161709,67.1083258881,62.614579019,49.1462655848,62.614579019,46.4158062057
TTC6,11.6007568918,13.6093195508,11.6007568918,13.3390133344,13.4755577363,12.7221407948,13.4755577363,13.7381344828
TTC7A,41.0023195946,41.0334287026,41.0023195946,42.1247346876,34.7318302755,45.8202002059,34.7318302755,51.5170628595
TTC7B,164.324737162,191.815269228,164.324737162,151.928576669,143.33625329,236.507854166,143.33625329,265.761424907
TTC8,584.082668854,593.756070814,584.082668854,542.217068086,624.392271153,541.173306245,624.392271153,514.912939071
TTC9,18.3767027888,17.1511558962,18.3767027888,17.8653311996,19.0900273404,18.9102619877,19.0900273404,20.1253314935
TTC9B,16.4556146569,15.3942480991,16.4556146569,16.128041031,15.9768255069,14.7532377684,15.9768255069,15.9485921123
TTC9C,89.3986879824,94.2128780103,89.3986879824,82.581680087,108.100193345,176.806819998,108.100193345,179.702751384
TTF1,167.921019611,187.356954589,167.921019611,196.900933115,204.33010906,186.203406054,204.33010906,219.535666448
TTF2,52.2690174749,49.8203111888,52.2690174749,44.8824674105,49.1462655848,60.2117602633,49.1462655848,48.798341369
TTK,123.410187268,83.0809756685,123.410187268,67.8077956815,31.9036197492,14.4700650679,31.9036197492,12.9595397995
TTL,182.006573839,175.013845998,182.006573839,173.884512543,188.352904206,197.323258498,188.352904206,201.355033714
TTLL1,30.1838992311,30.8209057935,30.1838992311,27.3432008839,29.9274888874,40.4059088895,29.9274888874,41.4932980665
TTLL10,18.9717684597,20.4401895101,18.9717684597,19.7507193992,19.3790598285,20.2898164218,19.3790598285,18.9543163915
TTLL11,16.5598944192,17.0117288612,16.5598944192,17.8300409951,16.7646275573,16.6107381906,16.7646275573,17.2664013697
TTLL12,215.030049667,217.843141552,215.030049667,214.407457169,217.843141552,226.484414434,217.843141552,240.611347395
TTLL13,16.3748233765,16.2683621251,16.3748233765,21.7359857082,16.1674069755,17.4209650567,16.1674069755,16.7671215339
TTLL2,17.449141549,17.8991617088,17.449141549,17.5290728461,18.9325856687,15.7915170608,18.9325856687,19.3604295118
TTLL3,26.1837853821,27.3720064128,26.1837853821,26.4638558391,25.2804773588,27.6969018299,25.2804773588,29.9060254683
TTLL4,36.0361889119,29.2921352208,36.0361889119,30.996274388,29.4233621157,32.0314977375,29.4233621157,29.3553651431
TTLL5,27.0416850505,26.1837853821,27.0416850505,26.2304335704,26.4589142699,26.1067801101,26.4589142699,26.0316828215
TTLL6,15.39921524,17.0158608884,15.39921524,18.3271394972,16.5354301734,17.4645015802,16.5354301734,17.2313037602
TTLL7,49.5427681338,52.8876058125,49.5427681338,46.8800826636,42.2838573392,46.1983919821,42.2838573392,46.2779700604
TTLL9,20.1466088796,18.2207223016,20.1466088796,17.513632104,18.8054409815,19.5361227075,18.8054409815,20.1633415587
TTN,16.1765527364,14.6654349905,16.1765527364,14.7659790256,14.7600497193,14.9757253514,14.7600497193,15.1679033199
TTPA,12.3595530064,12.8501931798,12.3595530064,11.4693384376,12.5780682269,13.4352119051,12.5780682269,11.7863540379
TTPAL,225.795708344,213.74254357,225.795708344,214.855172312,239.124264243,188.275515023,239.124264243,174.43532036
TTR,44.0658110737,46.1681597224,44.0658110737,45.9004696614,47.2016520842,45.3528440397,47.2016520842,45.8202002059
TTTY1 ,13.2153577387,14.1197758701,13.2153577387,14.1258687551,13.6221491936,13.1759274698,13.6221491936,15.8587272012
TTTY10,16.1733682273,19.1577913429,16.1733682273,17.9966936109,18.5827567103,17.8910694141,18.5827567103,17.3712257598
TTTY11,27.7680210958,27.5324130576,27.7680210958,24.4789030144,28.0166949563,29.2329246851,28.0166949563,28.8738484695
TTTY12,17.8681183975,20.6186293154,17.8681183975,16.1315413449,17.7592112378,16.9420479024,17.7592112378,19.86592677
TTTY13,15.3133082287,16.8038969057,15.3133082287,16.7301475538,16.1674069755,15.8155592264,16.1674069755,14.6759218798
TTTY14,15.3391068795,12.8822765937,15.3391068795,16.5611004805,13.1642648045,14.9017220933,13.1642648045,12.2117378703
TTTY15,21.8969293967,25.2443601902,21.8969293967,19.8098825757,21.2258207848,24.5185631293,21.2258207848,23.7792746358
TTTY2 ,14.3754000521,16.1774098395,14.3754000521,15.017864933,15.0788316336,15.7842034916,15.0788316336,15.2808343172
TTTY4 ,16.3256310557,17.6492261867,16.3256310557,17.6049392705,17.2520184663,19.8318328426,17.2520184663,15.263706619
TTTY5,19.599859656,16.8713425807,19.599859656,15.9851151907,16.7711334925,16.9055314527,16.7711334925,17.8310552516
TTTY6,14.9818617913,17.9408739369,14.9818617913,15.9532504608,17.5843536336,16.8987068993,17.5843536336,17.7703535533
TTTY7,15.5304900635,16.1646549092,15.5304900635,15.2554430349,14.8799394307,16.5020432154,14.8799394307,17.6891039886
TTTY8 ,18.5164655305,19.5558410947,18.5164655305,17.5091598776,19.101576969,19.4380210164,19.101576969,18.9170708794
TTTY9A ,17.8182535329,19.1059082739,17.8182535329,19.4386301465,18.9121424804,24.022979658,18.9121424804,20.2598859434
TTYH1,10.2299427176,10.7171912038,10.2299427176,10.1136614782,10.718887599,10.2993037127,10.718887599,10.044620122
TTYH2,18.9260694994,19.3959776033,18.9260694994,19.766348505,26.2779867498,23.8147694578,26.2779867498,21.6582396993
TTYH3,139.696360492,178.099135158,139.696360492,141.767082425,157.745161492,154.769713325,157.745161492,158.52924426
TUB,17.7773092027,18.0718266857,17.7773092027,18.7313023327,18.2954030816,17.8873742299,18.2954030816,16.5057274963
TUBA1A,3156.68079503,2613.96137353,3156.68079503,2389.04035433,1898.65847281,409.833288471,1898.65847281,293.003228714
TUBA1B,2442.49628654,2293.6632584,2442.49628654,2303.08603306,1737.41215936,1276.71348722,1737.41215936,1302.41817452
TUBA1C,6078.00330962,5652.27106311,6078.00330962,5240.16297152,4091.98496092,2769.41709442,4091.98496092,2769.41709442
TUBA3C,247.761492137,217.084828619,247.761492137,199.44293528,156.419852208,113.192009903,156.419852208,123.994371464
TUBA3C ,69.8627796575,62.7149400461,69.8627796575,53.2730196616,46.2601931419,26.1685206124,46.2601931419,26.7432342328
TUBA4A,2263.30098304,2093.17488808,2263.30098304,2173.22675142,1780.27259596,1109.45374055,1780.27259596,1139.30506402
TUBA4B,58.9955262574,61.5849765322,58.9955262574,61.2230301528,54.1499504518,41.52363491,54.1499504518,54.8225245305
TUBA8,22.7500840772,22.4276718846,22.7500840772,28.9653075225,23.3768687078,29.8049908956,23.3768687078,30.5244143963
TUBAL3,21.2821314201,19.9276112698,21.2821314201,19.8262096726,18.7225614296,18.3048184458,18.7225614296,18.7936273023
TUBB,4154.87615755,3778.07607657,4154.87615755,3541.21332153,2793.97334032,2008.69938683,2793.97334032,1953.61338495
TUBB1,14.0052374893,14.7137866112,14.0052374893,13.7778890507,14.7978594809,14.3588962546,14.7978594809,13.164926617
TUBB2A,2168.81616357,1898.65847281,2168.81616357,1912.36781551,1321.8703874,955.329193954,1321.8703874,994.132687515
TUBB2A ,470.217971854,371.373864172,470.217971854,441.7036217,170.476485319,129.325872923,170.476485319,124.437302966
TUBB2B,13.4309454371,14.4597160755,13.4309454371,14.4852686709,14.3034052863,12.133272111,14.3034052863,14.7485713828
TUBB2C,3507.69899585,3003.7504216,3507.69899585,2885.39883724,2034.05972798,1025.74005446,2034.05972798,1070.56656166
TUBB3,2949.50018976,2426.28502459,2949.50018976,2368.04933768,1569.27293131,880.028325953,1569.27293131,905.572792571
TUBB4,19.4341658463,17.4287453233,19.4341658463,16.496661427,18.5581765212,18.3343713704,18.5581765212,19.5131194674
TUBB4Q,21.8581468564,17.0754213199,21.8581468564,18.2525140689,18.8147311048,17.0906097252,18.8147311048,18.441586267
TUBB4Q ,32.7008523436,36.0361889119,32.7008523436,37.0393351493,39.9485236968,17.8993760914,39.9485236968,18.6412160621
TUBB6,4432.54488787,4202.89900294,4432.54488787,4068.82257315,3020.5716504,1974.10192471,3020.5716504,1844.95190194
TUBD1,52.4625466073,47.0988062715,52.4625466073,53.8816305141,58.7413156051,53.9140983891,58.7413156051,52.6903274054
TUBE1,37.3371542679,46.7169863381,37.3371542679,54.8970071493,42.3932668207,66.9811018042,42.3932668207,67.434583979
TUBG1,457.504150722,405.756061266,457.504150722,432.64657996,375.333935509,169.955093714,375.333935509,197.226244992
TUBG2,46.6507071788,47.7810749824,46.6507071788,43.9228384064,40.1292835707,45.5987097738,40.1292835707,41.4133324481
TUBGCP2,104.639431843,100.306744997,104.639431843,92.1032302497,83.3273884914,75.127125591,83.3273884914,72.8602115184
TUBGCP3,72.7212326149,66.9134287725,72.7212326149,71.5474963339,70.4593042684,66.0075206445,70.4593042684,71.9975830606
TUBGCP4,64.5927671943,74.8164516038,64.5927671943,70.6190683703,68.4993843271,80.9631746361,68.4993843271,80.8225768881
TUBGCP5,60.9058780123,54.6275097412,60.9058780123,56.7863676833,46.7971772034,41.2425405329,46.7971772034,43.6369920788
TUBGCP6,48.130694477,44.9369110906,48.130694477,41.537925605,42.3127627369,49.8686214815,42.3127627369,49.085994543
TUFM,253.651730842,237.847027478,253.651730842,257.349742106,263.261646656,193.246424845,263.261646656,195.760582048
TUFT1,1491.38722957,1504.29983778,1491.38722957,1460.66793238,1173.8916042,1102.43283661,1173.8916042,1244.99437169
TUG1,193.563108517,185.727246593,193.563108517,188.422458308,200.966002639,136.375478721,200.966002639,126.071890754
TULP1,16.9845934735,15.925106736,16.9845934735,20.1913421229,19.2806263054,18.055540109,19.2806263054,19.8901062805
TULP2,19.8018383092,21.2584235672,19.8018383092,16.7301475538,18.3966655865,18.0803364278,18.3966655865,17.5843536336
TULP3,78.2218821934,76.8998886885,78.2218821934,86.1370011988,81.8692987197,72.344662862,81.8692987197,77.2554405032
TULP4,85.0027060085,81.4486425886,85.0027060085,87.2906465592,89.8872140326,111.88654785,89.8872140326,106.273135061
TUSC1,503.508483313,545.615123869,503.508483313,531.914477642,664.541259636,428.527919801,664.541259636,438.451718836
TUSC2,182.856863725,160.50364543,182.856863725,148.482566044,181.744789474,155.758695999,181.744789474,144.146595698
TUSC3,89.5129125742,91.3926917078,89.5129125742,106.157100316,86.4065992284,74.8619549097,86.4065992284,78.0911988924
TUSC5,12.7450699422,12.7050106269,12.7450699422,13.3579981029,11.8793404578,12.1836357046,11.8793404578,9.96619441598
TUT1,42.2740306288,47.3417289201,42.2740306288,38.2972949415,34.8433875107,37.2911618533,34.8433875107,43.1273203642
TWF1,143.795217358,146.8871073,143.795217358,149.279518363,140.514845238,133.53556678,140.514845238,149.523748353
TWF2,118.744223634,104.195284468,118.744223634,87.6009566818,70.1394354487,83.4433469578,70.1394354487,72.1114377946
TWIST1,34.7127184354,28.1373952185,34.7127184354,33.1406104133,24.8823132528,27.8290272634,24.8823132528,30.8752490738
TWIST2,27.651675691,24.2225051586,27.651675691,25.7103312786,17.9273276544,18.2431957696,17.9273276544,23.230086031
TWISTNB,106.146531008,83.8195121568,106.146531008,84.4209389536,76.0566954277,57.5574453189,76.0566954277,63.3708368179
TWSG1,333.345365367,360.363200408,333.345365367,373.319517945,357.429151913,399.593810571,357.429151913,412.880607557
TXK,13.9975179056,12.5318065381,13.9975179056,13.705813973,12.657128574,12.4173693003,12.657128574,13.150137324
TXLNA,32.1169121553,30.3707948708,32.1169121553,36.5138656379,28.5564453634,30.6146674641,28.5564453634,27.6766868964
TXLNB,10.1699885405,9.81307483129,10.1699885405,11.0150452756,9.41554341682,9.41554341682,9.41554341682,9.99886970367
TXLNG,183.233238602,163.647501253,183.233238602,152.595962006,124.745063427,138.86971018,124.745063427,157.583997205
TXN,1686.27874314,1758.37410028,1686.27874314,1730.56907837,1724.66815632,1900.86000239,1724.66815632,1956.38518192
TXN2,232.554090141,241.703330861,232.554090141,228.447802219,263.903961004,192.169106713,263.903961004,185.042008988
TXNDC11,73.2720308605,69.2092902296,73.2720308605,71.2632340866,53.4400104049,66.3097474261,53.4400104049,68.4074172694
TXNDC12,793.614778117,978.377043615,793.614778117,1013.44604836,1002.77241897,1046.83920825,1002.77241897,1079.14193463
TXNDC15,301.74564219,292.344939621,301.74564219,296.133014349,242.615804471,271.69660453,242.615804471,274.85101005
TXNDC16,59.273031157,53.7712004913,59.273031157,53.0620938602,51.7554665409,54.2439550458,51.7554665409,67.3640640655
TXNDC17,799.673906276,796.531029874,799.673906276,848.369690498,777.220607487,497.829391135,777.220607487,487.777533464
TXNDC2,32.8525926985,28.3582123903,32.8525926985,28.7022449137,26.7995442736,27.8990641697,26.7995442736,27.0160761536
TXNDC3,13.6019613036,13.8202201188,13.6019613036,14.6759218798,13.6676363839,16.0031242258,13.6676363839,14.8290044104
TXNDC6,21.940977419,26.6428121528,21.940977419,18.5890973599,25.9569101954,27.6048569281,25.9569101954,19.8556918821
TXNDC8,27.3352503437,23.2400758024,27.3352503437,29.6229441515,24.7470546503,25.2187389597,24.7470546503,26.4968752231
TXNDC9,453.891962102,441.428676223,453.891962102,399.593810571,360.860558442,199.545409427,360.860558442,201.509570293
TXNIP,856.154491705,979.365429934,856.154491705,954.409256634,2106.9776818,1000.9522038,2106.9776818,961.141714989
TXNL1,71.2280845865,74.9397982092,71.2280845865,72.1916775867,78.6689896034,86.9389158638,78.6689896034,93.687203434
TXNL4A,255.071463373,228.899999717,255.071463373,210.560116914,233.160388912,232.554090141,233.160388912,238.677249277
TXNL4B,51.455718159,47.5596544333,51.455718159,42.0478941318,47.964944532,38.730489485,47.964944532,38.7533378979
TXNRD1,127.619565435,137.423595187,127.619565435,133.146867525,99.1744832611,132.034972054,99.1744832611,134.332804329
TXNRD2,40.8797166354,38.7198954963,40.8797166354,29.4479748984,31.6823240888,28.1304400607,31.6823240888,27.4549485135
TXNRD3,107.949994327,105.888996396,107.949994327,104.305437132,125.131006603,116.137394259,125.131006603,107.10796956
TYK2,137.423595187,154.104793225,137.423595187,138.631546854,136.408321887,126.931227291,136.408321887,117.950643759
TYMP,98.5520998716,91.3041498114,98.5520998716,87.7059611847,173.200461393,92.3639069223,173.200461393,83.0564730549
TYMS,174.59054741,147.612523928,174.59054741,137.869618148,139.952385246,106.059478729,139.952385246,106.995701255
TYR,15.7112604612,16.9048998906,15.7112604612,17.8993760914,15.8102316388,16.7331079331,15.8102316388,15.8550898778
TYRO3,25.0361643651,25.5411531672,25.0361643651,20.5356911111,27.7519681261,31.4887256512,27.7519681261,35.3101032305
TYRO3P,15.3438815297,17.0136164366,15.3438815297,17.8776025961,16.4059920599,17.8320790399,16.4059920599,17.2804145257
TYROBP,15.1839247782,14.9182021439,15.1839247782,15.5799431473,15.3455407785,15.6719542766,15.3455407785,13.7765335932
TYRP1,14.8107113908,16.6682641089,14.8107113908,15.9532504608,14.363407679,17.1007860089,14.363407679,21.6679358493
TYSND1,41.0824691817,36.215050139,41.0824691817,39.3803861522,47.4711001833,45.8284782548,47.4711001833,52.513804928
TYW1 ,253.332795095,263.519681942,253.332795095,228.50233497,316.603073312,257.14035211,316.603073312,240.400221944
