SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
CMAH,16.1922492886,17.2242832251,16.1922492886,15.0002045283,16.1056106764,15.2462999805,16.1056106764,15.4720358972
CMAS,218.310373709,176.704182453,218.310373709,195.977208783,174.017578366,201.355033714,174.017578366,214.438724632
CMBL,191.524791743,187.148553295,191.524791743,189.7832578,186.995697305,172.98351661,186.995697305,175.784247822
CMC1,731.76474636,603.464407015,731.76474636,624.392271153,518.08855093,621.010977733,518.08855093,569.017218556
CMIP,53.8147370807,65.9451580965,53.8147370807,81.9328447975,59.6385423016,64.8634037564,59.6385423016,68.3105884179
CMKLR1,19.3293303231,21.9631848486,19.3293303231,23.9086943034,19.7751092121,19.6505488221,19.7751092121,20.8505566198
CMPK1,382.334744307,376.354059879,382.334744307,412.700617749,409.833288471,435.473599791,409.833288471,437.882900342
CMPK2,260.146941044,304.149082785,260.146941044,254.91571784,103.985574063,387.977254782,103.985574063,176.939859666
CMTM1,15.7703580509,16.2155228024,15.7703580509,16.5169413717,16.6987093803,15.9394163895,16.6987093803,15.9044403619
CMTM2,21.4212754165,24.2152121623,21.4212754165,23.4189719909,22.5353995241,23.5734611794,22.5353995241,20.7032823433
CMTM3,96.6933307941,126.132836925,96.6933307941,119.32013367,87.4851651485,109.705541586,87.4851651485,109.629030063
CMTM4,126.223351172,163.841933816,126.223351172,169.230661195,167.959269009,170.892917833,167.959269009,169.813469096
CMTM5,16.6132431321,19.4182730716,16.6132431321,21.6969824861,19.1917933774,21.9503247463,19.1917933774,19.9402656266
CMTM6,169.295812692,187.322869343,169.295812692,206.86436765,151.969306707,226.760631021,151.969306707,223.160800855
CMTM7,153.707786508,210.829806085,153.707786508,220.00053733,101.782076496,248.348660484,101.782076496,307.541609765
CMTM8,49.942435096,40.1214620244,49.942435096,42.4029701027,47.620147703,44.1408801064,47.620147703,39.3169222741
CMYA5,23.606876695,25.1370909202,23.606876695,24.0734476888,21.8421979643,29.8958642037,21.8421979643,25.8794014417
CN5H6.4,17.7024227666,17.7550070498,17.7024227666,19.1577913429,18.0316104995,16.3581431965,18.0316104995,20.505756522
CNBD1,14.0393269345,14.872541352,14.0393269345,14.0614740745,14.7098692109,13.8655207388,14.7098692109,14.3315622069
CNBP,702.047968889,597.963317139,702.047968889,654.357886594,736.993426361,647.968584509,736.993426361,691.475588784
CNDP1,13.2879595225,15.5316953335,13.2879595225,13.6375675212,14.5163242759,17.3441963143,14.5163242759,15.9539367118
CNDP2,115.063475845,120.772053854,115.063475845,116.207032877,119.677563575,137.009324149,119.677563575,123.76429547
CNFN,25.9068452676,23.0337802124,25.9068452676,18.8791679862,26.7024020359,22.1401969815,26.7024020359,24.3565909321
CNGA1,22.2607348249,22.1574319832,22.2607348249,22.1644541925,26.6153152868,27.5653243396,26.6153152868,27.2343530112
CNGA3,13.7918578939,12.4388250669,13.7918578939,12.3538192115,12.3085933879,12.5365074406,12.3085933879,12.5421598256
CNGA4,11.5428407238,13.1699393219,11.5428407238,12.0384307472,13.3282092397,12.4290500341,13.3282092397,12.2173714973
CNGB1,15.7535166778,16.2507548563,15.7535166778,16.5313904758,15.8714146003,17.1518628983,15.8714146003,16.3900072396
CNGB3,14.1049458537,14.3834541057,14.1049458537,16.8703806057,14.7938750332,14.1181802186,14.7938750332,14.7600497193
CNIH,1831.46830412,1966.950485,1831.46830412,2036.17004955,2068.31306934,2204.11495073,2068.31306934,2199.25784888
CNIH2,24.5931552554,26.6357990789,24.5931552554,27.5154266117,27.1059783249,21.6128425812,27.1059783249,28.5357076603
CNIH3,13.7395780035,16.1351962177,13.7395780035,13.8486096717,15.7088797725,14.0900133435,15.7088797725,14.0739329265
CNIH4,311.745339261,333.433917625,311.745339261,324.812413557,321.241537238,320.597232223,321.241537238,342.073591481
CNKSR1,50.26172972,56.7254168793,50.26172972,55.0874256568,39.5786836667,63.8595608019,39.5786836667,61.0021508507
CNKSR2,15.3048040949,16.375830133,15.3048040949,16.6217457817,15.1244025421,15.2455677555,15.1244025421,16.7121022403
CNKSR3,32.7059392843,27.0365971838,32.7059392843,25.4044891166,28.7361669377,29.0122721938,28.7361669377,27.7307337251
CNN1,22.781714758,25.4248727605,22.781714758,24.2152121623,24.449606232,26.8787897852,24.449606232,24.6496061527
CNN2,227.646448336,266.832555864,227.646448336,257.277689381,188.994913756,277.735864016,188.994913756,288.96517067
CNN3,1771.08418509,1981.25262479,1771.08418509,1882.95228436,1137.44305106,1599.53676288,1137.44305106,1553.78983828
CNNM1,20.5544188684,24.0381323764,20.5544188684,21.0942351624,24.1512458573,22.0589606955,24.1512458573,23.6125256435
CNNM2,25.9835449395,23.0421385624,25.9835449395,24.9754667968,24.8982663127,25.1600730574,24.8982663127,24.2366115629
CNNM3,42.6887908055,38.7321527025,42.6887908055,52.3269550475,44.6894077457,39.5304003278,44.6894077457,43.593980404
CNNM4,35.185514778,34.4755850787,35.185514778,37.0720750579,41.0905734224,41.7399922062,41.0905734224,44.3988015515
CNO,342.484662672,284.598507593,342.484662672,302.89590047,322.136992818,301.409681674,322.136992818,293.848665848
CNOT1,105.888996396,118.195484397,105.888996396,121.612050396,115.573397851,106.373503409,115.573397851,110.411033644
CNOT10,93.1385857709,111.210533714,93.1385857709,98.0883148058,95.3791732547,90.8561033787,95.3791732547,80.4105139814
CNOT2,100.329117724,89.2935630717,100.329117724,94.8134851004,103.824462953,106.775901256,103.824462953,101.2635318
CNOT3,19.9969451382,19.5493630547,19.9969451382,18.0551532719,20.9604360415,18.2118339257,20.9604360415,19.2119458215
CNOT4,39.3701484443,41.6528302544,39.3701484443,41.6928262732,40.9231992039,41.6374786343,40.9231992039,43.2256222957
CNOT6,504.458056004,552.911714846,504.458056004,551.451525049,540.767566262,507.760670552,540.767566262,521.654856441
CNOT6L,34.2686282085,34.54964869,34.2686282085,31.5247006124,37.601943955,35.3210212903,37.601943955,40.8615565888
CNOT7,296.851881213,305.35622322,296.851881213,303.721460708,289.094120776,282.509881027,289.094120776,294.898189586
CNOT8,363.681489314,370.208673866,363.681489314,343.908194864,387.279412736,383.817134232,387.279412736,401.052898975
CNP,104.278228066,93.7402862864,104.278228066,89.058948848,98.4126366039,89.8872140326,98.4126366039,89.6333698536
CNPY1,11.5703694272,10.4159312171,11.5703694272,11.5281904322,10.4837107739,10.5861238531,10.4837107739,10.2283794892
CNPY2,270.001724887,253.185919691,270.001724887,257.987709188,253.842775361,233.895992787,253.842775361,241.323252204
CNPY3,49.2301874428,44.4197885195,49.2301874428,41.2172730529,50.26172972,44.2887329373,50.26172972,44.575216744
CNPY4,45.4708622584,41.4417770988,45.4708622584,44.129323819,46.6738652581,44.757379189,46.6738652581,48.3204698355
CNR1,14.9227478588,15.0951056825,14.9227478588,16.2747181361,15.189000494,15.8333366122,15.189000494,14.7313121487
CNR2,19.9224059636,17.6184187059,19.9224059636,19.8945356197,17.5958976254,23.0870675929,17.5958976254,19.0648635841
CNRIP1,17.3121190349,19.238301849,17.3121190349,18.9788562063,18.7449541061,17.2495604832,18.7449541061,17.3693319186
CNST,48.3424791062,42.4601684138,48.3424791062,41.4238321569,40.3635559079,33.7039908746,40.3635559079,34.8316906977
CNTD1,15.522354219,13.7486654923,15.522354219,15.0788316336,14.6286712498,15.6739528411,14.6286712498,15.4512723399
CNTD2,43.2498243081,30.9183350449,43.2498243081,40.0640618666,34.443531988,29.2819026114,34.443531988,28.8132899022
CNTF ,14.8749963208,13.4313465959,14.8749963208,14.7770691027,13.1642648045,13.0240669126,13.1642648045,14.301630092
CNTFR,27.9195396425,41.5466326836,27.9195396425,37.1305358435,33.3626641727,41.8861360878,33.3626641727,32.2825404144
CNTLN,19.8361408701,17.2081106319,19.8361408701,15.3277064749,14.8887934593,16.9339253095,14.8887934593,15.7740509028
CNTN1,36.6748985569,32.8981947774,36.6748985569,27.8476246446,20.4806932304,24.2828748865,20.4806932304,25.4597860414
CNTN2,20.2251698463,17.7027996117,20.2251698463,23.9742441133,18.639051194,19.0062782719,18.639051194,18.3833324477
CNTN3,12.1602485754,12.1514437835,12.1602485754,13.2343706073,13.8863293905,13.1049220945,13.8863293905,14.130140753
CNTN4,14.4292622811,14.5666660812,14.4292622811,14.6337062485,13.0550387585,13.8567987876,13.0550387585,14.0908722715
CNTN5,13.3274263542,13.2505335693,13.3274263542,13.5423041478,13.0500979051,13.6232146446,13.0500979051,12.6672737806
CNTN6,11.575604891,12.4546858578,11.575604891,12.774423739,12.527507381,11.7743842879,12.527507381,11.8418716397
CNTNAP1,23.9438511,22.7157832225,23.9438511,24.5008062283,30.9525066613,24.7456969575,30.9525066613,25.9114380309
CNTNAP2,18.8861483869,18.8082744018,18.8861483869,16.8565922331,19.0847557822,18.6152752231,19.0847557822,16.8181151027
CNTNAP3,75.7153862875,90.0867593337,75.7153862875,86.118163015,45.0951174281,103.961958416,45.0951174281,86.4409425048
CNTNAP3B,29.8932291356,30.6044967353,29.8932291356,26.720820473,18.4730377847,23.6027958636,18.4730377847,27.3996953043
CNTNAP4,15.9037068928,16.7708970803,15.9037068928,17.194167334,16.4237834604,15.6252848191,16.4237834604,16.3678815139
CNTNAP5,42.4306272102,39.5304003278,42.4306272102,46.2367609411,39.1007940376,46.2779700604,39.1007940376,45.4798663878
CNTROB,30.6017962314,29.6921895086,30.6017962314,31.4887256512,32.8981947774,32.3369279676,32.8981947774,29.7021369518
COASY,261.223884306,234.519871785,261.223884306,250.252938249,301.54147421,265.19802388,301.54147421,248.348660484
COBL,36.9908406876,32.1278840887,36.9908406876,26.7924996569,38.2367598183,29.4637755164,38.2367598183,32.1206116765
COBLL1,40.9417980794,45.0178989061,40.9417980794,41.6147504031,55.6999662595,44.5901099961,55.6999662595,39.8054062034
COBRA1,147.150208773,167.8697527,147.150208773,174.185963177,144.033226454,157.376679091,144.033226454,160.943440636
COCH,38.423624797,34.2432941062,38.423624797,36.0051290532,38.0542555301,38.1416866647,38.0542555301,35.9751812072
COG1,47.7810749824,49.6172006832,47.7810749824,54.2589919754,46.5253976458,50.3902778397,46.5253976458,59.7986566178
COG2,61.0801285216,53.2290047139,61.0801285216,55.4871850173,60.6630438173,55.4725335431,60.6630438173,50.0087224272
COG3,77.0098672948,85.3541025979,77.0098672948,67.434583979,68.2166184357,80.4552919253,68.2166184357,76.7323074369
COG4,144.987473216,161.770765846,144.987473216,127.273279976,156.19675923,154.589546601,156.19675923,146.831249265
COG5,230.616785651,226.430788849,230.616785651,228.829396446,176.767092436,220.694738369,176.767092436,283.62568079
COG6,96.0316769412,82.4525874495,96.0316769412,85.1532878361,95.9366652897,96.4292554677,95.9366652897,97.4559827375
COG7,124.216703262,107.784821497,124.216703262,112.805666793,117.001915539,109.419484665,117.001915539,130.933267195
COG8 ,246.04434414,264.234489248,246.04434414,268.730900706,234.444813629,231.198830128,234.444813629,239.844289323
COIL,238.163916432,206.76641956,238.163916432,210.965418165,224.473621314,198.954678316,224.473621314,197.124403536
COL10A1,16.8703806057,17.3805452843,16.8703806057,17.0340083514,16.375358777,16.661336659,16.375358777,15.5242610887
COL11A1,12.798965082,13.5793594248,12.798965082,12.5029345554,12.920086455,12.0108723369,12.920086455,12.202104567
COL11A2,23.7094502529,21.4219768625,23.7094502529,22.7542159204,26.9181589536,25.315745642,26.9181589536,23.5718229112
COL12A1,320.851565433,328.515138867,320.851565433,336.376260566,231.432238328,332.487348848,231.432238328,343.515086957
COL13A1,52.924857695,41.8076278213,52.924857695,46.4395792054,38.8529118192,45.9535989469,38.8529118192,52.758133869
COL14A1,12.7437160811,13.4973046148,12.7437160811,15.0659468196,14.2301184971,12.8383983333,14.2301184971,13.9408331779
COL15A1,13.6996607196,20.6043269074,13.6996607196,15.0722307015,14.7313121487,14.072458346,14.7313121487,15.6977967164
COL16A1,163.145286634,123.2619174,163.145286634,109.07407613,159.813745617,183.167226874,159.813745617,172.226092289
COL17A1,1701.58363758,1416.7504077,1701.58363758,1427.45146653,1935.71823692,1711.28693868,1935.71823692,1639.494209
COL18A1,216.423227283,210.225174007,216.423227283,229.383977404,281.46311323,240.144477373,281.46311323,248.671412827
COL19A1,12.5321634572,15.4485171895,12.5321634572,15.5230192622,13.6863453381,15.8102316388,13.6863453381,12.5712850933
COL1A1,30.2493669536,29.2921352208,30.2493669536,28.8685209259,50.250954085,36.599357549,50.250954085,34.199570638
COL1A2,19.1979328152,15.8618356263,19.1979328152,19.3850854706,17.3361120152,18.5922158313,17.3361120152,18.0381336346
COL20A1,17.0242640091,16.6454486998,17.0242640091,16.6626391303,17.4012401839,17.6650686246,17.4012401839,17.5522396247
COL21A1,23.108734511,24.7115859336,23.108734511,19.8018383092,25.1383371894,27.3002868979,25.1383371894,24.4559900327
COL22A1,64.1977622637,63.8595608019,64.1977622637,56.5062984643,62.8508929933,90.7624312761,62.8508929933,74.8896016662
COL23A1,19.8726208597,16.9618226615,19.8726208597,14.4055673928,17.5463589837,14.7450773653,17.5463589837,18.6047207156
COL24A1,11.0830509881,10.3632897403,11.0830509881,10.3568491551,9.76489822092,10.7641626341,9.76489822092,10.2978653853
COL25A1,17.2071343784,17.6258824575,17.2071343784,17.1426990918,17.7159302897,17.8858452327,17.7159302897,18.2544794093
COL27A1,53.7490874686,55.6007037887,53.7490874686,62.6924273215,78.5110087017,61.9218360784,78.5110087017,67.434583979
COL28A1,14.4278601464,14.3798775699,14.4278601464,14.3059759991,13.3887000812,13.0362874967,13.3887000812,13.1399665227
COL29A1,11.4424258889,12.0376027446,11.4424258889,12.2847286805,12.2647761228,12.7566597178,12.2647761228,11.9270121301
COL2A1,16.096637276,14.4761376777,16.096637276,14.0077535056,14.4632931064,13.5590212395,14.4632931064,14.1845174871
COL3A1,13.3682074858,13.2921602753,13.3682074858,13.1489650335,13.728235781,13.1246481626,13.728235781,13.6375675212
COL4A1,347.819155138,303.313858252,347.819155138,250.473964433,316.74036295,239.124264243,316.74036295,197.947646377
COL4A2,273.2187918,251.565419072,273.2187918,211.727157653,257.071786112,198.603634025,257.071786112,167.379852543
COL4A3,15.3925523067,14.6310078547,15.3925523067,14.7435343492,14.1184421182,15.0873629008,14.1184421182,15.000556059
COL4A3BP,273.870324334,265.468811403,273.870324334,267.243380134,302.589489353,251.734435379,302.589489353,252.605088461
COL4A4,15.7123198923,14.8566363135,15.7123198923,15.9914824119,15.3564517262,14.468127573,15.3564517262,15.4813343628
COL4A5,116.094820055,106.905396842,116.094820055,106.412063705,133.104910997,138.015802724,133.104910997,124.340288692
COL4A6,101.339367303,93.1385857709,101.339367303,90.9057112757,137.085256438,110.884324367,137.085256438,100.784938303
COL5A1,48.6106936371,53.1529078021,48.6106936371,44.9369110906,68.0073202928,51.5964057817,68.0073202928,47.6355805717
COL5A2,229.383977404,286.859337964,229.383977404,242.815520026,450.665689495,438.892899746,450.665689495,315.164668541
COL5A3,21.669699789,21.0279375479,21.669699789,22.552331092,23.5775420093,21.7660355805,23.5775420093,23.1287177765
COL6A1,16.5800043453,16.1819458466,16.5800043453,16.1956000117,19.1884887428,16.8141586019,19.1884887428,17.1780705094
COL6A2,26.0714041408,24.7493426937,26.0714041408,26.8468930126,26.8982915735,25.976529956,26.8982915735,26.6212199255
COL6A3,16.3944657043,17.9872349107,16.3944657043,18.3147940656,19.3959776033,18.0924159738,19.3959776033,19.6548300346
COL6A6,14.5750815478,16.4706210208,14.5750815478,15.459087095,17.4154721912,16.1235535571,17.4154721912,15.9539367118
COL7A1,319.848000142,245.014462573,319.848000142,220.060317096,404.275300056,350.616522607,404.275300056,311.647952601
COL8A1,15.4270526181,14.2437469018,15.4270526181,13.1021394636,13.3908240442,12.6859189905,13.3908240442,12.7050106269
COL8A2,23.9343618044,21.5441441358,23.9343618044,19.8901062805,23.3985343909,22.0560247429,23.3985343909,20.9663132054
COL9A1,20.2365409141,16.3319738533,20.2365409141,16.5299519835,15.9862587443,17.3594405177,15.9862587443,16.5149816991
COL9A2,25.936138886,24.9054894825,25.936138886,28.4341385071,25.2538674417,22.9674602305,25.2538674417,26.5744111604
COL9A3,31.2181072456,27.0294601482,31.2181072456,23.939049731,18.3383334814,18.1323599455,18.3383334814,23.0180938859
COLEC10,20.7611232015,21.4255460419,20.7611232015,20.8099977679,21.2451142028,25.3538171806,21.2451142028,21.8766733238
COLEC11,12.77404754,13.1699393219,12.77404754,15.0722307015,16.3072053546,12.8866278936,16.3072053546,16.7914334323
COLEC12,13.8120305688,12.8822765937,13.8120305688,13.9902647272,13.6090350118,14.7450773653,13.6090350118,13.9607853669
COLQ,21.2985859443,18.5922158313,21.2985859443,22.4686541179,26.3624777405,24.1451528389,26.3624777405,18.9850280786
COMMD1,414.190697567,423.888385957,414.190697567,403.586206911,438.892899746,370.866344739,438.892899746,373.509739858
COMMD10,111.105232693,107.360704539,111.105232693,112.755426384,126.071890754,124.674424564,126.071890754,125.269058058
COMMD2,414.006444568,436.083895816,414.006444568,449.51220402,365.096358276,410.362880847,365.096358276,406.951000056
COMMD3,565.861759554,564.952874221,565.861759554,582.58505401,655.863536025,563.927252743,655.863536025,591.318901882
COMMD4,131.281600178,126.520740604,131.281600178,129.744569934,113.621402549,119.125852359,113.621402549,111.523978466
COMMD5,160.296115637,156.927690998,160.296115637,173.619506404,164.525482313,158.761719122,164.525482313,149.589812196
COMMD5 ,16.5839489257,23.2976258764,16.5839489257,22.7085938824,20.5318410361,17.5997398015,20.5318410361,18.9850280786
COMMD6,284.598507593,303.081107255,284.598507593,326.662128998,319.737320256,328.921775299,319.737320256,333.677757166
COMMD7,83.8195121568,91.6068624454,83.8195121568,95.7486136942,84.9395185758,88.4986471673,84.9395185758,94.7247458276
COMMD8,1345.15145609,1155.85210897,1345.15145609,1157.5792411,1056.57412398,1073.93047035,1056.57412398,1167.4786319
COMMD9,217.41780392,206.656272944,217.41780392,213.371473358,181.496295876,168.982514243,181.496295876,161.92932714
