SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"N6AMT1",140.4979,159.8256,197.4532,184.0006,247.5596,156.839,187.5878,185.6439,77.75,101.6,82.4
"N6AMT2",343.2129,484.5504,359.2802,295.1364,428.8623,286.815,439.8584,384.6706,90.1,125.3,132.7
"NAAA",176.1354,202.6019,159.7512,221.4753,263.9705,196.558,167.4951,197.6418,78.5667,73.1667,78.7333
"NAALAD2",148.9333,157.0926,140.817,157.9583,144.2618,148.6425,116.9862,141.7428,42.8,52.5,42.2
"NAALADL1",138.9053,154.9552,137.9716,152.6212,158.9024,145.4509,111.7896,164.268,79.2,97.4,59.2
"NAALADL2",118.8962,127.7946,120.4546,115.3432,120.943,128.5103,129.1333,130.6117,42.9,40.9,46.2
"NAB1",210.3092,359.2315,219.1245,266.0576,250.0275,503.3416,484.9634,340.0241,159.4,130.2,151.2
"NAB2",234.4194,237.0697,215.5192,177.0782,230.925,256.8651,173.9235,202.2484,80.4,104.1,57
"NACA",6711.995,9372.829,14830.52,11295.22,11541.99,14420.14,13557.96,11099.59,3299.1,4192.85,4663.6
"NACA2",153.5793,176.0266,164.1992,155.0406,154.096,153.8473,165.0592,165.6546,45.9,37.9,35
"NACAP1",304.7379,537.0809,765.473,653.8512,612.5388,634.7764,833.8849,644.4237,65.2,67.6,95.2
"NADK",296.4357,249.4013,242.3167,268.1856,270.0577,239.3538,278.2028,241.2037,136,166,124.2
"NADSYN1",1680.532,790.3528,841.1865,708.6547,618.6445,473.3437,943.164,903.2066,470.8,489.3,429.4
"NAE1",605.5765,763.2689,727.2756,796.6319,860.6436,620.2441,861.1658,893.721,96.7667,162.8667,202.5333
"NAF1",184.934,192.4761,198.0511,167.3891,214.0721,183.1991,167.9076,197.4804,59.5,67.5,64
"NAG18",13803.88,18160.74,14475.16,15366.39,14257.43,14210.23,11100.79,14985.66,4798.05,5804.45,4684.65
"NAGA",176.6751,171.2248,161.6447,157.7207,160.1424,133.5957,161.7072,153.1377,64.5,73.7,61.7
"NAGK",3445.396,1645.17,1294.389,1662.192,1945.422,1238.74,2005.509,846.71,682.3,737.1,506.5
"NAGLU",1286.279,313.232,296.4363,398.6415,353.8884,253.751,348.6926,269.5457,86.7,116.4,79.2
"NAGPA",346.1331,206.1814,253.9301,217.0667,222.1262,219.3143,185.4851,210.3479,128.8,178.7,126.6
"NAGS",139.8057,185.0374,134.7649,145.9029,127.1663,126.356,124.2336,137.0056,41.3,43.1,44.9
"NAIP",127.0474,159.8127,132.85,137.6188,131.8288,143.8652,110.1097,140.9349,42.15,45.75,41.075
"NALCN",136.7446,166.7934,139.9532,160.9051,137.4037,141.3004,105.1587,150.9894,39,46.2,43.5
"NALP5",128.7335,139.792,114.2417,126.6158,122.1839,117.7413,112.5606,141.3356,41.6,54.3,45
"NAMPT",307.8624,316.2898,280.5753,275.1895,286.0182,996.134,222.3782,313.0163,46.7,63.25,128.8
"NANOG",131.8905,139.7771,126.1516,129.3646,132.0147,119.5384,109.6846,128.205,42.4,47.1,40.8
"NANOS1",125.9151,163.7753,129.509,139.0863,138.9119,129.9241,124.8936,150.7119,37.8,41.7667,41.3
"NANOS2",103.2037,128.5376,112.616,126.7522,108.9886,104.5631,97.50348,121.8006,40.5,43.2,36.2
"NANOS3",199.4307,245.976,167.272,188.6113,184.3669,149.7338,112.869,194.9442,53.2,59.6,60.1
"NANP",126.5536,196.216,151.5235,126.586,141.0032,128.3011,131.0261,148.9732,39.95,46.9,44.65
"NANS",364.9164,348.0055,269.149,463.6941,397.534,405.0233,467.8014,193.1651,67.9,102.4,118.7
"NAP1L1",250.4615,496.6873,473.4863,484.7584,472.3579,340.1741,401.0806,390.0735,153.7333,189.4,193
"NAP1L2",115.8266,135.6722,123.9329,126.5072,127.6937,121.7049,110.2696,121.6183,49.9,54.55,43.6
"NAP1L3",135.3243,167.81,125.3398,153.1636,154.0023,150.7217,110.4428,151.9757,53.4,47.5,42.5
"NAP1L4",1745.021,1455.333,1206.969,1694.561,2222.421,1765.65,2196.329,1377.4,1697.6,2075.8,1373.9
"NAP1L5",172.9219,190.3351,178.8153,206.2838,244.6687,177.8266,138.248,200.7993,94.8,162.1,73.2
"NAPA",602.328,227.0318,191.4954,203.7589,267.6964,211.5279,329.4674,205.1476,58.3,75.4,49.4
"NAPB",208.249,396.9594,352.4331,221.6772,363.1055,355.5051,370.8774,490.1442,357.7,400.3,203.6
"NAPEPLD",171.9253,219.1829,210.0423,248.9001,239.6331,184.3351,263.7618,370.7501,42.4,54.45,63.3
"NAPG",171.6879,174.0515,173.4666,216.0042,237.3443,198.3997,156.7817,209.2685,47.3,49.2,45.7
"NAPRT1",2085.094,888.5506,708.7138,745.2999,1081.558,1214.706,1875.403,1155.937,621,704,515.9
"NAPSA",163.8481,161.2642,168.1938,192.8786,254.7641,136.9975,125.5194,145.0014,53.7,59.1,46
"NAPSB",153.1554,158.9345,174.4971,243.1022,418.4652,131.0555,185.2747,153.0477,57.05,59.2,52.5
"NARF",717.3223,765.9873,1040.768,814.7193,801.2642,422.8129,592.4941,789.6779,279.8,269,266.7
"NARFL",435.4654,261.7386,241.0121,222.3042,258.4162,194.9714,269.315,212.2335,138.6,159.5,109.6
"NARG1",153.7188,340.5029,203.7658,234.864,267.3448,196.2479,234.1121,249.3339,77.5,90.4,115
"NARG1L",146.2941,241.4164,142.6782,194.1434,183.2096,170.0947,178.84,246.0739,54.8667,71.7667,52.5333
"NARG2",166.4329,189.5953,161.6029,157.0902,171.578,143.303,186.1044,176.6989,47.3333,49.2333,47.8
"NARS",1678.822,2196.971,2433.863,3822.651,3014.97,2508.279,3494.379,2804.698,707.7,663.2,717.1
"NARS2",316.8846,393.5177,292.9032,375.7115,297.5908,232.8119,337.1127,303.9402,94.1,125.7,139.4
"NASP",193.3635,268.9674,152.1609,211.5584,207.5863,172.8734,268.3033,193.7957,55.85,64.9,60.35
"NAT1",139.7303,188.8141,139.4342,177.7637,161.2387,154.1733,135.2562,152.6152,44.7667,49.3,48.3333
"NAT10",1198.672,575.8954,883.7015,674.6866,815.787,866.3752,691.7365,661.1154,380,644,438.7
"NAT11",150.1063,147.0343,131.5169,135.1542,132.7802,127.6356,145.1036,135.7034,51.7,59.7,48.4
"NAT12",186.0869,179.104,187.2928,180.1932,201.9416,186.0144,199.2253,163.1432,43.7,52,57.6
"NAT13",360.2028,493.835,427.5514,574.5351,591.6481,370.7523,816.3671,525.2857,51.5,67.4,56.7
"NAT14",792.4881,408.501,353.217,303.7591,243.8325,223.203,252.5664,337.5959,88.9,85.4,69.1
"NAT15",689.2812,351.6886,402.4063,377.6925,408.069,297.5844,521.166,357.5856,71.8,74.6,53.6
"NAT2",104.4759,125.0667,114.4731,128.8129,126.8638,116.602,100.9105,127.8652,41.2,38.1,36.2
"NAT5",1250.662,1408.702,1347.047,1217.662,1289.3,2112.641,932.754,1338.404,364.4333,455.2333,697.7
"NAT6",187.5316,152.4751,127.9389,150.3641,124.735,153.7574,158.4255,127.245,120,104.7,72.7
"NAT8",111.3644,130.1483,119.9098,120.2899,121.9621,102.4516,111.1933,116.3042,41.1,43.8,45.9
"NAT8B",190.8509,214.3749,216.4397,132.6161,201.7054,125.2498,197.3396,123.7205,54.3,60,45.3
"NAT9",405.8159,452.7382,530.2104,591.9771,544.2335,270.0686,501.6738,621.3303,148.5,191.9,135.1
"NAV1",135.0956,215.6878,124.4556,134.4077,167.4629,176.356,133.0527,232.4556,74.1,97.6,79.8
"NAV2",210.3309,182.9701,148.7693,183.1168,273.0556,254.6669,220.3369,151.5939,74.8667,88.6,72.1333
"NAV3",112.7471,126.7307,114.28,122.9454,122.0159,128.1815,126.745,107.8656,57.4,53.3,66.8
"NBEA",144.3933,158.5217,176.1255,159.3117,161.8553,152.1021,117.2118,158.4218,54.95,63.4,49.7
"NBEAL1",107.4177,129.6843,106.1316,119.8131,110.0861,108.2842,107.8281,119.7715,41.5,40.6,47
"NBEAL2",712.5477,328.3896,258.3039,306.1318,395.251,670.0227,863.8954,396.193,127.5,156.6,120.7
"NBL1",1497.105,1579.285,632.5922,1366.348,1055.205,1125.672,1309.32,812.8344,1068.5,1717.2,1170.55
"NBN",231.1856,310.5918,198.2208,353.2401,315.696,208.37,263.8529,243.0706,81.7333,118.3667,108.2333
"NBPF1",143.5856,176.8937,156.8316,181.5868,151.031,142.9373,147.1906,181.0076,44.16,46.98,47.2
"NBPF10",524.1303,972.7598,951.8804,1343.74,952.7085,1024.04,794.8072,987.8589,78.3,88.55,89.1333
"NBPF11",151.4653,269.1232,202.3358,255.8825,185.6939,185.1648,136.1027,221.6535,338.2,307.75,240.5
"NBPF12",125.2697,146.6357,134.8969,129.4334,135.0084,121.8131,110.0429,147.8387,38.4,41.9,44.1
"NBPF14",165.2373,257.9792,235.1592,306.4343,243.7905,203.0498,186.7496,252.381,52.1,64.5,52.75
"NBPF15",133.8121,157.8073,144.4993,140.9464,139.5447,140.5457,117.0834,144.6023,43.8,43.1667,42.7
"NBPF20",1065.954,2086.32,2077.189,3160.064,1974.572,1944.072,1502.75,2049.551,449.15,645.8,436.05
"NBPF3",183.4648,234.4269,206.4188,275.7354,200.9807,193.3923,202.2709,221.4961,71.78,69,61.22
"NBPF4",120.7196,152.3129,140.1535,152.6088,144.9052,129.1369,116.1776,155.0862,36.6,42.5,32.1
"NBPF5",156.8199,199.1082,166.0018,165.768,164.9688,159.2884,141.714,191.1173,40.7,39.3,38.7
"NBPF7",144.1332,164.7866,143.0363,162.0961,164.0221,150.2288,118.8299,155.4457,38.6,47.1,39.9
"NBPF9",136.9773,180.9,144.9365,167.4366,149.4442,134.939,128.908,146.3623,43.9,45.825,45.8
"NBR1",114.3936,142.8374,129.4876,132.5315,128.2665,113.6593,116.4607,128.3038,41.7333,41.9,40.1333
"NBR2",137.7589,194.8036,164.5059,188.7494,247.1696,167.7745,149.9835,221.1546,40.1,44.6,42.9
"NCALD",166.9965,195.2481,132.5292,180.3663,219.9586,157.6743,123.1634,170.709,166.4667,287.9,122.2333
"NCAM1",120.0212,142.0527,116.5375,115.9258,120.1036,115.0754,117.5396,121.8248,46.375,58.1,49.65
"NCAM2",110.5377,133.0017,114.2132,109.1742,115.059,110.1676,94.69197,121.8995,42.4,42.9,41
"NCAN",161.8158,186.7992,160.8851,204.5678,182.9158,155.1127,178.7805,152.6689,51.8,49.4,49.2
"NCAPD2",692.9954,465.8711,361.1854,551.0648,1232.497,515.1884,417.8439,636.3578,89.6,107.2,132.9
"NCAPD3",290.9528,214.6015,167.8979,221.19,204.4355,138.4936,164.8845,201.0837,60.4,74.9,64.1
"NCAPG",425.5018,385.1935,262.8291,470.8572,571.4069,341.6521,186.4601,307.8746,39.9,41.4,38.8
"NCAPG2",183.1436,227.0583,186.2322,202.481,232.4244,199.1292,154.0883,217.238,44.3,51.9,58.6
"NCAPH",106.708,132.3404,113.4458,109.4799,123.9025,118.6452,104.8845,121.9825,42,33,28.9
"NCAPH2",168.2262,169.4097,159.6698,161.2232,167.9518,153.9504,138.6447,169.6167,51.7667,59.9667,45.0667
"NCBP1",681.8867,441.8382,367.7434,543.969,563.0474,519.3606,574.2798,430.346,134.9,127.9,116.2
"NCBP2",393.8208,408.2126,579.465,742.9501,607.2166,366.8956,653.431,430.2704,94.9,133.7667,211
"NCDN",183.479,184.4682,177.1414,165.713,188.8708,166.5811,167.4402,170.7319,54.1333,64.6333,50.4
"NCF1",138.8059,166.3772,159.4681,206.6135,242.3119,161.5582,132.7863,148.3101,40.2,43.7,47
"NCF1B",117.2414,143.8996,137.054,145.7449,142.8552,124.6608,107.4928,137.1033,37.1,34,36.8
"NCF1C",139.0855,143.6543,122.4519,182.475,250.3546,127.7527,122.2095,133.6174,46.9,52.5,49.1
"NCF2",131.3978,180.0796,139.038,199.401,217.0312,213.8377,121.9364,136.7662,44.2,41.3,37.5
"NCF4",144.2543,156.5963,130.6996,179.7968,204.5923,143.5536,235.28,164.6861,49.4667,54.3,61.2667
"NCK1",402.1581,395.2575,444.1947,602.1541,573.5068,1811.987,425.3066,505.0214,189.1,212.1,378.7
"NCK2",534.0581,450.7837,405.2781,435.0016,431.3507,494.4529,522.5916,404.7102,169.65,225.45,161.7
"NCKAP1",232.0146,614.6277,322.0069,362.346,360.2967,542.1044,220.9945,466.2461,87.65,118.05,247.8
"NCKAP1L",126.1569,172.9797,146.1209,283.7479,432.2154,156.4555,173.8967,168.6212,39.3,46.9,46.8
"NCKIPSD",410.4274,200.0437,250.8809,212.2757,262.3418,257.0602,255.8151,198.4042,50.4,60.25,51.3
"NCL",1413.055,1127.788,1276.959,1045.198,1462.538,1833.011,1556.425,1863.69,413.75,599.05,578.35
"NCOA1",318.9065,335.0901,289.9,446.0246,272.8143,251.8773,222.5779,308.5797,178.6,186.2333,154.9
"NCOA2",115.6757,148.1582,116.465,134.4925,137.4078,145.8443,112.4307,136.3345,42,47.4,57.7
"NCOA3",362.2039,690.7186,995.5416,589.4432,651.4491,544.5475,695.215,493.5719,247.2,205.7,221.3
"NCOA4",2058.588,5249.531,5470.427,3609.301,5490.88,2779.641,6341.276,4304.832,3120.2,2323.8,2436
"NCOA5",504.8595,432.491,377.9987,365.585,384.3026,237.3898,378.9691,341.3553,246.8,263.4,167.7
"NCOA6",660.663,800.9356,989.7017,1196.618,751.3566,569.4179,811.2513,749.3303,272.7,362,275
"NCOA6IP",197.2396,189.782,179.1542,203.6767,213.4829,148.7986,192.616,198.5321,63.8,55.2,55.4
"NCOA7",438.5091,854.1821,772.1258,424.9241,547.0126,535.5461,408.0909,609.601,231.5,361.5,579.7
"NCOR1",159.5813,243.8638,174.555,196.1647,217.0755,206.9527,199.1124,187.8044,74.8,106.7,114.2
"NCOR2",1014.234,338.8766,444.9369,366.6541,627.7548,479.8753,375.0762,452.1689,312.4667,394.2333,275.0667
"NCR1",122.6825,134.8705,110.9674,121.2063,120.8447,118.2054,103.9837,125.0669,37.2,37.9,38.8
"NCR2",131.237,154.9006,133.1582,119.9012,129.7956,113.1923,116.1133,137.1764,41.6,46,45
"NCR3",118.7048,128.973,126.1368,128.4796,134.4041,120.1896,106.0379,119.5582,38.7,38.5,44.9
"NCRNA00153",190.0353,205.2593,209.9027,215.5335,183.9019,216.5088,325.7534,134.3153,64.4,67.6,55
"NCSTN",2985.662,2395.432,2293.776,2644,2017.901,1689.485,2180.701,2475.979,1056.7,1196.2,887.7
"NDC80",426.1645,329.0289,167.2109,358.7617,292.2943,215.6434,164.8482,270.7012,44.3,40,40.4
"NDE1",451.8709,432.2861,354.6243,499.7144,413.9453,585.9927,390.1125,343.6365,98.3,198,113.4
"NDEL1",506.4731,680.2716,482.2775,660.1693,690.0648,1558.87,653.903,497.5566,401.2,643.15,475.45
"NDFIP1",165.4655,273.2756,363.8695,244.9002,243.3859,342.3564,326.8479,247.0328,98.4,128.3,135.8
"NDFIP2",669.4473,2264.082,1627.664,1107.456,2461.495,1293.591,1544.745,2992.889,711.5,839.5,984.5
"NDN",1635.261,262.4359,166.2117,336.2575,887.5505,404.5223,433.3579,219.1859,681.7,801.4,536.8
"NDNL2",245.7225,202.0346,192.4013,200.0982,193.5002,162.7134,176.6873,190.6618,40.4,40.2,45.8
"NDOR1",123.3978,125.8277,117.5345,116.5207,114.663,108.8426,99.23712,109.8258,38.1,42.7,35.7
"NDP",164.4748,156.0731,137.9267,184.7971,265.6378,136.9882,99.01014,170.0918,97.9,96.1,62.2
"NDRG1",8172.224,1553.725,10287.97,3752.281,3573.2,13783.58,2595.972,4088.694,356.9,344.9,612.3
"NDRG2",1113.83,277.3556,484.0793,394.6976,600.5732,236.707,593.5781,381.2807,230.5,317.75,177.7
"NDRG3",324.0389,472.239,623.3115,347.0882,349.5917,317.4586,465.4843,322.1839,122.2,155.85,168.75
"NDRG4",153.1499,190.4921,168.1464,176.5249,153.0651,280.7207,238.4914,181.8644,130.975,92.25,134.7
"NDST1",250.8036,176.915,152.3782,177.6845,162.782,184.688,131.6823,166.8977,54.5,58.1,64.3
"NDST2",328.1394,189.1566,322.9927,213.7617,228.1017,200.8469,279.9435,278.7823,164.9,177.5,107.5
"NDST3",124.0982,160.7068,155.2992,138.3873,135.8504,123.5632,119.5609,140.3476,41.2,44,40.4
"NDST4",132.1356,182.9441,133.7442,150.6604,138.5083,122.9269,116.9665,129.6318,42.2,38.6,40.7
"NDUFA1",7918.892,6817.709,5991.254,6811.426,5827.955,6291.26,8353.142,7858.206,1791.6,2286.6,4033.1
"NDUFA10",596.2491,536.6393,526.9313,442.1936,617.0976,804.3171,847.4603,717.1476,120.3,143.85,192.8
"NDUFA11",2814.117,2059.202,2115.862,2005.53,1959.749,1909.63,1458.141,1850.451,884,1063.8,938.2
"NDUFA12",1103.699,1871.392,1485.415,2769.173,2617.691,3164.219,1715.933,2288.813,355.9,516.1,714
"NDUFA13",4381.357,2520.624,1377.487,1775.566,932.9487,1223.067,1639.916,1536.348,976.9,1106.6,957.6
"NDUFA3",7119.949,3117.096,3080.385,2637.593,3108.104,2014.636,1203.918,3215.217,897,1214.1,1315.3
"NDUFA4",8417.57,7027.727,4890.999,7946.838,6283.859,4938.913,5511.424,10162.93,1521.6,1584.4,2791.8
"NDUFA4L2",335.3598,349.3524,166.6271,674.7881,581.2497,9318.855,367.1811,2876.866,72.2,99.9,57
"NDUFA5",139.7438,171.5108,148.2713,165.1644,159.3278,150.3128,161.4069,175.0745,36.7,38.8,36.1
"NDUFA7",803.7191,680.3983,729.6243,573.9036,676.7052,425.1761,492.4245,677.4175,221.3,300.2,338.1
"NDUFA8",2576.886,1468.527,1468.716,2069.653,1881.075,2082.798,2076.706,1277.889,697,882,1169
"NDUFA9",758.2278,765.824,593.7782,1006.026,1260.55,629.1816,1218.324,951.8755,423.2,550,395.6
"NDUFAB1",4486.239,3327.338,3308.548,4215.043,3113.813,2760.653,3560.121,4078.941,570.7,830.7,1013.4
"NDUFAF1",242.2188,351.0311,297.8977,393.4781,413.8743,215.8076,372.3622,321.1525,60.9,73.5,117.4
"NDUFAF2",500.7308,705.3875,666.6752,374.7484,421.4149,833.5586,567.5455,633.673,275.5,294.3,543.9
"NDUFB1",171.6073,167.0097,131.2965,174.7221,142.7816,152.0332,142.1058,215.597,46.2,46.9,47.3
"NDUFB10",4867.195,2693.607,2680.072,3270.014,2374.836,2374.273,3775.988,1913.39,630.5,708.3,487.1
"NDUFB11",4037.277,2604.715,2143.459,3204.601,2089.346,2044.295,2726.374,2616.585,914.9,1228,1051.1
"NDUFB2",6581.373,6096.957,4686.271,5903.189,4646.525,4177.969,5839.321,7186.361,781,927,1552.5
"NDUFB3",2404.693,3283.75,2544.557,4213.279,3304.569,3012.828,2462.165,3801.168,442.6,552,1145.95
"NDUFB4",121.9115,156.2961,131.9609,138.8451,143.8667,129.5187,105.9863,144.2795,39.6,45,41.1
"NDUFB5",2021.929,1737.915,2786.145,2729.584,2772.364,2910.597,3315.136,2868.563,846.2,1158.1,1692.4
"NDUFB6",524.6589,844.1549,473.844,889.5629,709.3845,904.6215,613.6831,537.0479,198.35,297.35,448.2
"NDUFB7",6001.658,3340.33,2020.324,2688.913,2288.853,1876.201,1914.12,2296.946,1079.3,1273.7,1056.3
"NDUFB8",3252.233,2161.827,2631.788,3007.016,3128.031,2581.869,2898.917,4892.426,3004.5,3742.8,3370.9
"NDUFC1",523.3061,672.6716,746.9645,774.3398,871.7082,728.2817,841.8325,794.1094,183.7,241.4,294.1
"NDUFC2",143.1297,177.795,152.448,136.8727,155.4759,132.0852,171.2723,148.7412,42.7,44.2,44.1
"NDUFS1",156.0523,316.0722,168.9619,260.6287,204.4686,164.46,164.3801,245.7149,49.5,57.9,52.4
"NDUFS2",217.6986,249.8391,185.5662,323.8205,217.0446,194.6009,375.2543,259.0132,57.1,54.5,48.3
"NDUFS3",1954.098,1981.969,1904.733,3534.052,2230.95,2366.07,2774.763,1841.184,1000,1132.5,906.2
"NDUFS4",1158.263,1046.447,2200.944,2847.436,1410.882,2825.737,2650.173,2827.199,325.5,468.5,880.5
"NDUFS5",5117.184,6995.743,6129.659,6212.808,4110.833,6578.665,4022.136,7019.845,1276.3,1448.3,2328.6
"NDUFS6",122.5724,130.1949,106.7389,118.7497,116.0266,105.7013,110.1411,119.8983,42.1,41.6,38.6
"NDUFS7",2508.036,1202.094,933.3801,1251.705,1054.272,1135.329,1016.47,1325.568,807.9,1047.3,696.2
"NDUFS8",9698.86,3703.76,3223.758,2773.408,2960.066,3250.646,2602.917,3913.622,1400.1,2170.8,1547.3
"NDUFV1",3268.058,1518.291,1193.872,1312.254,1192.412,1589.345,952.3273,1574.876,629.5,1016.9,626.6
"NDUFV2",3536.373,2194.026,1633.697,2513.834,2547.876,1555.915,2160.958,2205.484,852.6,998.2,938.6
"NDUFV3",156.015,181.5222,175.4705,168.6456,191.2688,153.0229,155.7283,162.4612,49,61.1,52.75
"NEB",171.5208,174.6893,144.1488,168.9155,167.4895,131.1209,115.5633,226.8579,37.1,46.6,39
"NEBL",156.23,167.7585,138.3703,137.4932,171.2941,191.4188,127.9123,146.1139,42.1333,41.7333,47.6333
"NECAB1",156.8396,181.758,140.2664,166.3136,158.734,148.2554,122.432,168.0909,48.8,51.2,41.8
"NECAB2",131.3996,143.6275,142.0307,130.9944,140.1306,130.3648,106.9181,119.5035,48.7,48.2,42.6
"NECAB3",343.0856,186.1459,222.0739,186.4997,153.5595,145.5082,147.4671,152.4,78.8,82,56.5
"NECAP1",383.9359,666.8568,528.6796,682.1067,978.121,558.1168,738.379,795.4082,231.5,324.3,309.1
"NECAP2",438.1539,490.284,510.716,514.9156,720.6484,385.6169,709.3016,571.2407,370.4,409,373.2
"NEDD1",138.0851,185.3516,167.4463,175.0512,168.0401,172.0645,129.3935,163.3035,42.55,51.75,46.9
"NEDD4",129.5127,170.6613,162.2202,156.8043,151.5149,143.7838,160.9918,144.2376,55.9,62.4333,69
"NEDD4L",223.0656,363.8138,345.0826,588.4608,711.5104,188.7466,921.7722,406.3893,553.6,550.8,328.3
"NEDD8",4212.044,2207.692,3578.593,3483.821,2821.109,4466.052,3501.295,4343.72,1524.25,1650.65,2111.9
"NEDD9",269.5909,217.0772,318.8222,205.5291,243.3309,131.0027,190.9609,154.0398,71.825,75.95,81.875
"NEFH",148.0833,153.6739,147.6749,129.4174,145.5397,146.987,138.0004,155.6663,48.8,52.5,42.6
"NEFL",152.2502,186.2154,142.2793,148.0563,166.4766,123.9482,134.0276,154.8965,39.3,41.7,42
"NEFM",120.5559,239.1328,164.7741,127.386,105.6323,116.5418,122.9805,135.6024,45.5,73.1,52.6
"NEGR1",114.7189,123.8077,104.2996,113.4257,104.3144,103.3528,97.22134,111.0927,48.8,43.8,43.5
"NEIL1",160.0161,195.2929,185.5362,159.7158,181.575,165.5787,158.7744,176.2575,52.6,47.7,59.2
"NEIL2",333.5058,255.4613,257.5813,288.9911,200.3757,176.4777,333.5592,204.729,122,155.1,115
"NEIL3",133.0092,151.3843,150.5955,148.868,161.7154,145.6443,116.9856,154.9521,37.05,43.05,35.75
"NEK1",152.67,211.791,198.6084,234.9114,256.45,189.547,256.2788,216.866,135.5,96.3,97.9
"NEK10",134.8206,157.1733,135.8315,146.2737,135.3315,140.4267,124.8487,152.1242,42.3667,46.0667,43.1667
"NEK11",175.7663,169.1339,160.2325,209.9951,183.6051,143.1605,140.6621,155.412,52.2,48.5333,48.1667
"NEK2",513.0989,577.8975,214.1611,343.0036,438.3272,222.1175,139.4477,365.0141,38.75,47.05,45.85
"NEK3",130.7052,159.9746,130.1017,138.6144,147.3399,143.1212,127.716,162.9795,49.6,51.6333,45.1667
